ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Classification,Family_Glottocode,Family_Name,Language_Glottocode,Language_Name,Level,Status
seri1255,Serili,Papunesia,-8.11241,129.901,seri1255,sve,aust1307/mala1545/cent2237/cent2245/baba1274/sout2881/mase1249,aust1307,Austronesian,seri1255,Serili,language,shifting
sout2883,Southeast Babar,Papunesia,-7.94359,129.8,sout2883,vbb,aust1307/mala1545/cent2237/cent2245/baba1274/sout2881/mase1249,aust1307,Austronesian,sout2883,Southeast Babar,language,not endangered
cent2072,Central Masela,Papunesia,-8.15414,129.865,cent2072,mxz,aust1307/mala1545/cent2237/cent2245/baba1274/sout2881/mase1249,aust1307,Austronesian,cent2072,Central Masela,language,moribund
east2462,East Masela,Papunesia,-8.13455,129.873,east2462,vme,aust1307/mala1545/cent2237/cent2245/baba1274/sout2881/mase1249,aust1307,Austronesian,east2462,East Masela,language,moribund
empl1237,Emplawas,Papunesia,-8.03209,129.721,empl1237,emw,aust1307/mala1545/cent2237/cent2245/baba1274/sout2881/sout2882,aust1307,Austronesian,empl1237,Emplawas,language,shifting
tela1241,Tela-Masbuar,Papunesia,-8.01195,129.687,tela1241,tvm,aust1307/mala1545/cent2237/cent2245/baba1274/sout2881/sout2882,aust1307,Austronesian,tela1241,Tela-Masbuar,language,not endangered
imro1237,Imroing,Papunesia,-7.96772,129.651,imro1237,imr,aust1307/mala1545/cent2237/cent2245/baba1274/sout2881/sout2882,aust1307,Austronesian,imro1237,Imroing,language,shifting
nucl1518,Nuclear Bima,Papunesia,,,nucl1518,,aust1307/mala1545/cent2237/cent2245/bima1247,aust1307,Austronesian,bima1247,Bima,dialect,
mboj1237,Mbojo,Papunesia,,,mboj1237,,aust1307/mala1545/cent2237/cent2245/bima1247,aust1307,Austronesian,bima1247,Bima,dialect,
kolo1266,Kolo (Indonesia),Papunesia,,,kolo1266,,aust1307/mala1545/cent2237/cent2245/bima1247,aust1307,Austronesian,bima1247,Bima,dialect,
tolo1256,Toloweri,Papunesia,,,tolo1256,,aust1307/mala1545/cent2237/cent2245/bima1247,aust1307,Austronesian,bima1247,Bima,dialect,
sang1334,Sangar,Papunesia,,,sang1334,,aust1307/mala1545/cent2237/cent2245/bima1247,aust1307,Austronesian,bima1247,Bima,dialect,
mamb1306,Mambae,Papunesia,-9.19552,125.475,mamb1306,mgm,aust1307/mala1545/cent2237/cent2245/timo1260,aust1307,Austronesian,mamb1306,Mambae,language,not endangered
west2547,Western Timoric B,,,,west2547,,aust1307/mala1545/cent2237/cent2245/timo1260,aust1307,Austronesian,,,family,
east2733,Eastern Timoric B,,,,east2733,,aust1307/mala1545/cent2237/cent2245/timo1260,aust1307,Austronesian,,,family,
mamb1307,Mambai (East Timor),Papunesia,,,mamb1307,,aust1307/mala1545/cent2237/cent2245/timo1260/mamb1306,aust1307,Austronesian,mamb1306,Mambae,dialect,
manu1259,Manua,Papunesia,,,manu1259,,aust1307/mala1545/cent2237/cent2245/timo1260/mamb1306,aust1307,Austronesian,mamb1306,Mambae,dialect,
lole1240,Lolei,Papunesia,,,lole1240,,aust1307/mala1545/cent2237/cent2245/timo1260/mamb1306,aust1307,Austronesian,mamb1306,Mambae,dialect,
dama1271,Damata,Papunesia,,,dama1271,,aust1307/mala1545/cent2237/cent2245/timo1260/mamb1306,aust1307,Austronesian,mamb1306,Mambae,dialect,
tuku1254,Tukudede,Papunesia,-8.6788,125.283,tuku1254,tkd,aust1307/mala1545/cent2237/cent2245/timo1260/west2547,aust1307,Austronesian,tuku1254,Tukudede,language,not endangered
kema1243,Kemak,Papunesia,-9.00299,125.159,kema1243,kem,aust1307/mala1545/cent2237/cent2245/timo1260/west2547,aust1307,Austronesian,kema1243,Kemak,language,threatened
keha1237,Keha,Papunesia,,,keha1237,,aust1307/mala1545/cent2237/cent2245/timo1260/west2547/tuku1254,aust1307,Austronesian,tuku1254,Tukudede,dialect,
nucl1539,Nuclear Tukudede,Papunesia,,,nucl1539,,aust1307/mala1545/cent2237/cent2245/timo1260/west2547/tuku1254,aust1307,Austronesian,tuku1254,Tukudede,dialect,
nogo1237,Nogo,Papunesia,,,nogo1237,,aust1307/mala1545/cent2237/cent2245/timo1260/west2547/kema1243,aust1307,Austronesian,kema1243,Kemak,dialect,
nucl1540,Nuclear Kemak,Papunesia,,,nucl1540,,aust1307/mala1545/cent2237/cent2245/timo1260/west2547/kema1243,aust1307,Austronesian,kema1243,Kemak,dialect,
idat1237,Idaté,Papunesia,-8.76258,125.832,idat1237,idt,aust1307/mala1545/cent2237/cent2245/timo1260/east2733,aust1307,Austronesian,idat1237,Idaté,language,threatened
laka1255,Lakalei,Papunesia,-8.86372,125.716,laka1255,lka,aust1307/mala1545/cent2237/cent2245/timo1260/east2733,aust1307,Austronesian,laka1255,Lakalei,language,threatened
nort3194,Northern Timoric A,,,,nort3194,,aust1307/mala1545/cent2237/cent2245/timo1259,aust1307,Austronesian,,,family,
west2545,Western Timoric A,,,,west2545,,aust1307/mala1545/cent2237/cent2245/timo1259,aust1307,Austronesian,,,family,
cent2079,Central Timoric A,,,,cent2079,,aust1307/mala1545/cent2237/cent2245/timo1259,aust1307,Austronesian,,,family,
east2732,Eastern Timoric A,,,,east2732,,aust1307/mala1545/cent2237/cent2245/timo1259,aust1307,Austronesian,,,family,
weta1245,Wetar,,,,weta1245,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194,aust1307,Austronesian,,,family,
east2472,East Damar,Papunesia,-7.16991,128.636,east2472,dmr,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194,aust1307,Austronesian,east2472,East Damar,language,threatened
teun1242,Teun-Nila-Serua,,,,teun1242,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194,aust1307,Austronesian,,,family,
galo1243,Galoli-Talur,Papunesia,-8.61074,125.959,galo1243,gal,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194,aust1307,Austronesian,galo1243,Galoli-Talur,language,threatened
pera1258,Perai-Tugun-Aputai,,,,pera1258,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245,aust1307,Austronesian,,,family,
iliu1237,Ili'uun,Papunesia,-7.84385,125.902,iliu1237,ilu,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245,aust1307,Austronesian,iliu1237,Ili'uun,language,threatened
pera1259,Perai-Aputai,,,,pera1259,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/pera1258,aust1307,Austronesian,,,family,
tugu1245,Tugun,Papunesia,-7.72555,126.7,tugu1245,tzn,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/pera1258,aust1307,Austronesian,tugu1245,Tugun,language,not endangered
pera1257,Perai,Papunesia,-7.62349,126.576,pera1257,wet,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/pera1258/pera1259,aust1307,Austronesian,pera1257,Perai,language,threatened
aput1237,Aputai,Papunesia,-7.84732,126.496,aput1237,apx,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/pera1258/pera1259,aust1307,Austronesian,aput1237,Aputai,language,shifting
uhak1237,Uhak,Papunesia,,,uhak1237,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/pera1258/pera1259/pera1257,aust1307,Austronesian,pera1257,Perai,dialect,
moni1260,Moning,Papunesia,,,moni1260,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/pera1258/pera1259/pera1257,aust1307,Austronesian,pera1257,Perai,dialect,
ilpu1239,Ilputih (Aputai),Papunesia,,,ilpu1239,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/pera1258/pera1259/aput1237,aust1307,Austronesian,aput1237,Aputai,dialect,
wele1238,Welemur,Papunesia,,,wele1238,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/pera1258/pera1259/aput1237,aust1307,Austronesian,aput1237,Aputai,dialect,
lura1237,Lurang,Papunesia,,,lura1237,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/pera1258/pera1259/aput1237,aust1307,Austronesian,aput1237,Aputai,dialect,
mahu1237,Mahuan,Papunesia,,,mahu1237,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/pera1258/tugu1245,aust1307,Austronesian,tugu1245,Tugun,dialect,
ilpo1237,Ilpokil,Papunesia,,,ilpo1237,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/pera1258/tugu1245,aust1307,Austronesian,tugu1245,Tugun,dialect,
masa1306,Masapua,Papunesia,,,masa1306,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/pera1258/tugu1245,aust1307,Austronesian,tugu1245,Tugun,dialect,
kaha1239,Kahailin Ilway,Papunesia,,,kaha1239,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/pera1258/tugu1245,aust1307,Austronesian,tugu1245,Tugun,dialect,
toml1237,Tomliapat,Papunesia,,,toml1237,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/pera1258/tugu1245,aust1307,Austronesian,tugu1245,Tugun,dialect,
arwa1237,Arwala,Papunesia,,,arwa1237,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/pera1258/tugu1245,aust1307,Austronesian,tugu1245,Tugun,dialect,
ilma1240,Ilmaumau,Papunesia,,,ilma1240,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/iliu1237,aust1307,Austronesian,iliu1237,Ili'uun,dialect,
esul1241,Esulit,Papunesia,,,esul1241,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/iliu1237,aust1307,Austronesian,iliu1237,Ili'uun,dialect,
ustu1237,Ustutun,Papunesia,,,ustu1237,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/iliu1237,aust1307,Austronesian,iliu1237,Ili'uun,dialect,
klis1237,Klishatu,Papunesia,,,klis1237,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/iliu1237,aust1307,Austronesian,iliu1237,Ili'uun,dialect,
tele1255,Telemar,Papunesia,,,tele1255,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/iliu1237,aust1307,Austronesian,iliu1237,Ili'uun,dialect,
karb1242,Karbubu,Papunesia,,,karb1242,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/iliu1237,aust1307,Austronesian,iliu1237,Ili'uun,dialect,
eray1237,Eray,Papunesia,,,eray1237,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/iliu1237,aust1307,Austronesian,iliu1237,Ili'uun,dialect,
naba1254,Nabar,Papunesia,,,naba1254,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/weta1245/iliu1237,aust1307,Austronesian,iliu1237,Ili'uun,dialect,
nila1243,Nila-Serua,,,,nila1243,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/teun1242,aust1307,Austronesian,,,family,
teun1241,Te'un,Papunesia,-6.97086,129.143718,teun1241,tve,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/teun1242,aust1307,Austronesian,teun1241,Te'un,language,shifting
seru1245,Serua,Papunesia,-6.31107,130.017294,seru1245,srw,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/teun1242/nila1243,aust1307,Austronesian,seru1245,Serua,language,extinct
nila1244,Nila,Papunesia,-6.734956,129.512131,nila1244,nil,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/teun1242/nila1243,aust1307,Austronesian,nila1244,Nila,language,shifting
haha1243,Hahak,Papunesia,,,haha1243,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/galo1243,aust1307,Austronesian,galo1243,Galoli-Talur,dialect,
nucl1541,Nuclear Galoli,Papunesia,,,nucl1541,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/galo1243,aust1307,Austronesian,galo1243,Galoli-Talur,dialect,
nana1259,Na Nahek,Papunesia,,,nana1259,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/galo1243,aust1307,Austronesian,galo1243,Galoli-Talur,dialect,
baba1272,Baba (East Timor),Papunesia,,,baba1272,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/galo1243,aust1307,Austronesian,galo1243,Galoli-Talur,dialect,
talu1239,Talur,Papunesia,-7.88553,126.336,talu1239,ilw,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/galo1243,aust1307,Austronesian,galo1243,Galoli-Talur,dialect,
dadu1237,Dadua,Papunesia,,,dadu1237,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/galo1243,aust1307,Austronesian,galo1243,Galoli-Talur,dialect,
edii1237,Edi,Papunesia,,,edii1237,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/galo1243,aust1307,Austronesian,galo1243,Galoli-Talur,dialect,
ilpu1240,Ilputih (Talur),Papunesia,,,ilpu1240,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/galo1243/talu1239,aust1307,Austronesian,galo1243,Galoli-Talur,dialect,
ilwa1238,Ilwaki,Papunesia,,,ilwa1238,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/galo1243/talu1239,aust1307,Austronesian,galo1243,Galoli-Talur,dialect,
hiay1237,Hiay,Papunesia,,,hiay1237,,aust1307/mala1545/cent2237/cent2245/timo1259/nort3194/galo1243/talu1239,aust1307,Austronesian,galo1243,Galoli-Talur,dialect,
roti1239,Rotinese,,,,roti1239,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545,aust1307,Austronesian,,,family,
helo1243,Helong,Papunesia,-10.2647,123.377,helo1243,heg,aust1307/mala1545/cent2237/cent2245/timo1259/west2545,aust1307,Austronesian,helo1243,Helong,language,threatened
uabm1238,Uab Metoic,,,,uabm1238,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545,aust1307,Austronesian,,,family,
nucl1753,Nuclear Rotinese,,,,nucl1753,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239,aust1307,Austronesian,,,family,
dela1251,Dela-Oenale,Papunesia,-10.8469,122.852,dela1251,row,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239,aust1307,Austronesian,dela1251,Dela-Oenale,language,threatened
deng1253,Dengka,Papunesia,-10.7866,122.946,deng1253,dnk,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239,aust1307,Austronesian,deng1253,Dengka,language,not endangered
term1237,Termanu,Papunesia,-10.7326,123.169,term1237,twu,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/nucl1753,aust1307,Austronesian,term1237,Termanu,language,not endangered
tiii1241,Tii,Papunesia,-10.8425,122.963,tiii1241,txq,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/nucl1753,aust1307,Austronesian,tiii1241,Tii,language,threatened
lole1239,Lole,Papunesia,-10.8069,123.085,lole1239,llg,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/nucl1753,aust1307,Austronesian,lole1239,Lole,language,threatened
bilb1242,Bilba,Papunesia,-10.6503,123.307,bilb1242,bpz,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/nucl1753,aust1307,Austronesian,bilb1242,Bilba,language,not endangered
ring1244,Ringgou,Papunesia,-10.5515,123.311,ring1244,rgu,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/nucl1753,aust1307,Austronesian,ring1244,Ringgou,language,threatened
pada1259,Pa'da,Papunesia,,,pada1259,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/nucl1753/term1237,aust1307,Austronesian,term1237,Termanu,dialect,
boka1251,Bokai,Papunesia,,,boka1251,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/nucl1753/term1237,aust1307,Austronesian,term1237,Termanu,dialect,
korb1237,Korbafo,Papunesia,,,korb1237,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/nucl1753/term1237,aust1307,Austronesian,term1237,Termanu,dialect,
pada1260,Pa'da Kona,Papunesia,,,pada1260,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/nucl1753/term1237,aust1307,Austronesian,term1237,Termanu,dialect,
baaa1237,Ba'a,Papunesia,,,baaa1237,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/nucl1753/lole1239,aust1307,Austronesian,lole1239,Lole,dialect,
sout2899,South Lole,Papunesia,,,sout2899,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/nucl1753/lole1239,aust1307,Austronesian,lole1239,Lole,dialect,
nort2870,North Lole,Papunesia,,,nort2870,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/nucl1753/lole1239,aust1307,Austronesian,lole1239,Lole,dialect,
lele1271,Lelenuk,Papunesia,,,lele1271,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/nucl1753/bilb1242,aust1307,Austronesian,bilb1242,Bilba,dialect,
nucl1537,Nuclear Bilba,Papunesia,,,nucl1537,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/nucl1753/bilb1242,aust1307,Austronesian,bilb1242,Bilba,dialect,
diuu1237,Diu,Papunesia,,,diuu1237,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/nucl1753/bilb1242,aust1307,Austronesian,bilb1242,Bilba,dialect,
nucl1538,Nuclear Ringgou,Papunesia,,,nucl1538,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/nucl1753/ring1244,aust1307,Austronesian,ring1244,Ringgou,dialect,
land1257,Landu,Papunesia,,,land1257,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/nucl1753/ring1244,aust1307,Austronesian,ring1244,Ringgou,dialect,
oepa1237,Oe Pao,Papunesia,,,oepa1237,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/nucl1753/ring1244,aust1307,Austronesian,ring1244,Ringgou,dialect,
dela1252,Dela,Papunesia,,,dela1252,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/dela1251,aust1307,Austronesian,dela1251,Dela-Oenale,dialect,
oena1237,Oenale,Papunesia,,,oena1237,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/dela1251,aust1307,Austronesian,dela1251,Dela-Oenale,dialect,
east2474,Eastern Dengka,Papunesia,,,east2474,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/deng1253,aust1307,Austronesian,deng1253,Dengka,dialect,
west2546,Western Dengka,Papunesia,,,west2546,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/deng1253,aust1307,Austronesian,deng1253,Dengka,dialect,
lela1245,Lelain,Papunesia,,,lela1245,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/roti1239/deng1253,aust1307,Austronesian,deng1253,Dengka,dialect,
funa1237,Funai,Papunesia,,,funa1237,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/helo1243,aust1307,Austronesian,helo1243,Helong,dialect,
helo1245,Helong Pulau,Papunesia,,,helo1245,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/helo1243,aust1307,Austronesian,helo1243,Helong,dialect,
helo1244,Helong Darat,Papunesia,,,helo1244,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/helo1243,aust1307,Austronesian,helo1243,Helong,dialect,
uabm1237,Uab Meto,Papunesia,-9.77284,124.144,uabm1237,aoz,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/uabm1238,aust1307,Austronesian,uabm1237,Uab Meto,language,not endangered
amar1273,Amarasi,Papunesia,-10.21751,123.96373,amar1273,aaz,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/uabm1238,aust1307,Austronesian,amar1273,Amarasi,language,threatened
baik1238,Baikeno,Papunesia,-9.32991,124.256,baik1238,bkx,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/uabm1238,aust1307,Austronesian,baik1238,Baikeno,language,threatened
kusa1252,Kusa-Manlea,Papunesia,,,kusa1252,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/uabm1238/uabm1237,aust1307,Austronesian,uabm1237,Uab Meto,dialect,
amfo1237,Amfoan-Fatule'u-Amabi,Papunesia,,,amfo1237,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/uabm1238/uabm1237,aust1307,Austronesian,uabm1237,Uab Meto,dialect,
bibo1238,Biboki-Insana,Papunesia,,,bibo1238,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/uabm1238/uabm1237,aust1307,Austronesian,uabm1237,Uab Meto,dialect,
aman1264,Amanuban-Amanatun,Papunesia,,,aman1264,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/uabm1238/uabm1237,aust1307,Austronesian,uabm1237,Uab Meto,dialect,
moll1242,Mollo-Miomafo,Papunesia,,,moll1242,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/uabm1238/uabm1237,aust1307,Austronesian,uabm1237,Uab Meto,dialect,
rois1242,Ro'is Tais Nonof,Papunesia,,,rois1242,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/uabm1238/amar1273,aust1307,Austronesian,amar1273,Amarasi,dialect,
koto1251,Kotos,Papunesia,,,koto1251,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/uabm1238/amar1273,aust1307,Austronesian,amar1273,Amarasi,dialect,
rois1241,Ro'is,Papunesia,,,rois1241,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/uabm1238/amar1273,aust1307,Austronesian,amar1273,Amarasi,dialect,
rois1243,Ro'is Hero,Papunesia,,,rois1243,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/uabm1238/amar1273,aust1307,Austronesian,amar1273,Amarasi,dialect,
kais1241,Kais Metan,Papunesia,,,kais1241,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/uabm1238/baik1238,aust1307,Austronesian,baik1238,Baikeno,dialect,
taib1241,Tai Boko,Papunesia,,,taib1241,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/uabm1238/baik1238,aust1307,Austronesian,baik1238,Baikeno,dialect,
uist1237,Uis Tasae,Papunesia,,,uist1237,,aust1307/mala1545/cent2237/cent2245/timo1259/west2545/uabm1238/baik1238,aust1307,Austronesian,baik1238,Baikeno,dialect,
habu1241,Habu,Papunesia,-8.76565,125.965,habu1241,hbu,aust1307/mala1545/cent2237/cent2245/timo1259/cent2079,aust1307,Austronesian,habu1241,Habu,language,shifting
tetu1244,Tetunic,,,,tetu1244,,aust1307/mala1545/cent2237/cent2245/timo1259/cent2079,aust1307,Austronesian,,,family,
tetu1245,Tetum,Papunesia,-9.11217,125.528,tetu1245,tet,aust1307/mala1545/cent2237/cent2245/timo1259/cent2079/tetu1244,aust1307,Austronesian,tetu1245,Tetum,language,not endangered
tetu1246,Tetun Dili,Papunesia,-8.58405,125.583,tetu1246,tdt,aust1307/mala1545/cent2237/cent2245/timo1259/cent2079/tetu1244,aust1307,Austronesian,tetu1246,Tetun Dili,language,not endangered
sout2898,Southern Tetun,Papunesia,,,sout2898,,aust1307/mala1545/cent2237/cent2245/timo1259/cent2079/tetu1244/tetu1245,aust1307,Austronesian,tetu1245,Tetum,dialect,
nort2869,Northern Tetun,Papunesia,,,nort2869,,aust1307/mala1545/cent2237/cent2245/timo1259/cent2079/tetu1244/tetu1245,aust1307,Austronesian,tetu1245,Tetum,dialect,
east2473,Eastern Tetun,Papunesia,,,east2473,,aust1307/mala1545/cent2237/cent2245/timo1259/cent2079/tetu1244/tetu1245,aust1307,Austronesian,tetu1245,Tetum,dialect,
luan1261,Luangic-Kisaric,,,,luan1261,,aust1307/mala1545/cent2237/cent2245/timo1259/east2732,aust1307,Austronesian,,,family,
maku1277,Maku'a,Papunesia,-8.40372,127.239,maku1277,lva,aust1307/mala1545/cent2237/cent2245/timo1259/east2732,aust1307,Austronesian,maku1277,Maku'a,language,nearly extinct
kawa1289,Kawaimina,,,,kawa1289,,aust1307/mala1545/cent2237/cent2245/timo1259/east2732,aust1307,Austronesian,,,family,
kisa1265,Kisaric,,,,kisa1265,,aust1307/mala1545/cent2237/cent2245/timo1259/east2732/luan1261,aust1307,Austronesian,,,family,
luan1262,Luangic,,,,luan1262,,aust1307/mala1545/cent2237/cent2245/timo1259/east2732/luan1261,aust1307,Austronesian,,,family,
roma1332,Roma,Papunesia,-7.58643,127.428,roma1332,rmm,aust1307/mala1545/cent2237/cent2245/timo1259/east2732/luan1261/kisa1265,aust1307,Austronesian,roma1332,Roma,language,threatened
kisa1266,Kisar,Papunesia,-8.05122,127.18,kisa1266,kje,aust1307/mala1545/cent2237/cent2245/timo1259/east2732/luan1261/kisa1265,aust1307,Austronesian,kisa1266,Kisar,language,not endangered
luan1263,Luang,Papunesia,-8.18378,127.944,luan1263,lex,aust1307/mala1545/cent2237/cent2245/timo1259/east2732/luan1261/luan1262,aust1307,Austronesian,luan1263,Luang,language,threatened
leti1246,Leti (Indonesia),Papunesia,-8.19808,127.674,leti1246,lti,aust1307/mala1545/cent2237/cent2245/timo1259/east2732/luan1261/luan1262,aust1307,Austronesian,leti1246,Leti (Indonesia),language,shifting
weta1243,Wetan,Papunesia,,,weta1243,,aust1307/mala1545/cent2237/cent2245/timo1259/east2732/luan1261/luan1262/luan1263,aust1307,Austronesian,luan1263,Luang,dialect,
nucl1536,Nuclear Luang,Papunesia,,,nucl1536,,aust1307/mala1545/cent2237/cent2245/timo1259/east2732/luan1261/luan1262/luan1263,aust1307,Austronesian,luan1263,Luang,dialect,
lako1246,Lakor,Papunesia,,,lako1246,,aust1307/mala1545/cent2237/cent2245/timo1259/east2732/luan1261/luan1262/luan1263/nucl1536,aust1307,Austronesian,luan1263,Luang,dialect,
serm1234,Sermata,,,,serm1234,,aust1307/mala1545/cent2237/cent2245/timo1259/east2732/luan1261/luan1262/luan1263/nucl1536,aust1307,Austronesian,luan1263,Luang,dialect,
luan1264,Luang island,,,,luan1264,,aust1307/mala1545/cent2237/cent2245/timo1259/east2732/luan1261/luan1262/luan1263/nucl1536,aust1307,Austronesian,luan1263,Luang,dialect,
moaa1237,Moa,Papunesia,,,moaa1237,,aust1307/mala1545/cent2237/cent2245/timo1259/east2732/luan1261/luan1262/luan1263/nucl1536,aust1307,Austronesian,luan1263,Luang,dialect,
waim1252,Waima'a,Papunesia,-8.53416,126.317,waim1252,wmh,aust1307/mala1545/cent2237/cent2245/timo1259/east2732/kawa1289,aust1307,Austronesian,waim1252,Waima'a,language,shifting
kair1265,Kairui-Midiki,Papunesia,-8.74034,126.059,kair1265,krd,aust1307/mala1545/cent2237/cent2245/timo1259/east2732/kawa1289,aust1307,Austronesian,kair1265,Kairui-Midiki,language,shifting
naue1237,Nauete,Papunesia,-8.70733,126.741,naue1237,nxa,aust1307/mala1545/cent2237/cent2245/timo1259/east2732/kawa1289,aust1307,Austronesian,naue1237,Nauete,language,shifting
kair1266,Kairui,Papunesia,,,kair1266,,aust1307/mala1545/cent2237/cent2245/timo1259/east2732/kawa1289/kair1265,aust1307,Austronesian,kair1265,Kairui-Midiki,dialect,
midi1237,Midiki,Papunesia,,,midi1237,,aust1307/mala1545/cent2237/cent2245/timo1259/east2732/kawa1289/kair1265,aust1307,Austronesian,kair1265,Kairui-Midiki,dialect,
osom1237,Oso Moko,Papunesia,,,osom1237,,aust1307/mala1545/cent2237/cent2245/timo1259/east2732/kawa1289/naue1237,aust1307,Austronesian,naue1237,Nauete,dialect,
naum1237,Naumik,Papunesia,,,naum1237,,aust1307/mala1545/cent2237/cent2245/timo1259/east2732/kawa1289/naue1237,aust1307,Austronesian,naue1237,Nauete,dialect,
